 id,text,label
2759,"একজন আওয়ামী লীগার হিসেবে এই ধরনের কথা শুনলে লজ্জা হয় , ঘর গুলো কিভাবে ভেঙেছে সেটা খুব ভাল করেই জানেন তাহলে কেন এই মিথ্যাচার , কাকে বাচানোর চেষ্টা করছেন ? ",Negative
sentinob_1376,উন্নয়ন - এর সাগরে ভেসে যান । কি দরকার এসবের,Neutral
sentinob_3772,আপনার সাথে সেলফি তোলার ইচ্ছা ভাই ইচ্ছাটা পূরণ করলে খুশি হবো । দোয়া করি সব সময় সুস্থ থাকেন এবং সুন্দর সুন্দর ভিডিও বানান আমাদের জন্য,Positive
sentinob_7970,ওই মোটা মাগিটা খুব বেশী বক থেকে বক করে ওরে দেখেই গায়ে রাগ লাগিতেছিল,Negative
16635,দলের অনুমতি ছাড়া কুমিল্লা-৭ ( চান্দিনা ) আসনে উপনির্বাচন থেকে সরে যাওয়ায় জাতীয় পার্টি থেকে বহিষ্কার করা হয়েছে লু…,Negative
7388,যে দেশের প্রাইম মিনিস্টার মিথ্যা কথা বলে সে দেশে উন্নয়নের আশা করি না আমি যে ঘরে থাকবো সে ঘর হাতুড়ি দিয়ে বাঙ্গ এটা কখনো সম্ভব না কারন আমার তো ঘর নাই একটা ঘর পেয়েছে তা তো আমার যত্ন নিতে হবে,Negative
sentinob_2712,শক্তিশালী বিরোধী দল না থাকায় দেশের সংবাদ মাধ্যম গুলোর খবর পাচ্ছে না যা পাচ্ছে শুধু সরকারি দলের তা দিয়ে তো আর টিভি চ্যানেল চলে না তাই বিভিন্ন খবর দিয়ে চ্যানেলগুলোকে চাঙ্গা রাখার চেষ্টা করতেছে,Negative
sentinob_1725,এদের কেটারিং এ দু তিন বার খেয়েছি । অসাধারণ,Positive
sentinob_1370,হিল্লোল ভাই আপনি যে ফুড লাভার সেটা আজকে বুঝলাম হাহাহাহা ! খাওয়ার জন্য যেনো আপনার তর সইছিলোনা,Positive
13296,যাতে না হারায়,Neutral
sentinob_11656,ক্যাফেটেরিয়ার লকেশনটা একটু বলেন,Neutral
22557,আ.লীগ সরকারের আমলে কেউ না খেয়ে মারা যাবে না: কৃষিমন্ত্রী https://t.co/bP2MFWxUWe,Positive
sentinob_3405,"কথাটা শিরকের মধ্যে পরে , একটা কাঠের বেঞ্চ কখনো মানুষ বাঁচাতে পারে না , আল্লাহ্ সাহায্য না পেলে সে কখনো বাচতো না ",Neutral
sentinob_8714,দই না খেয়ে বলছেন টক দই । জাতা । সত্যি,Negative
sentinob_12569,জত দিন জাচ্ছে তত আপনাদের ভিডিও বের হচ্ছে দেখে আনন্দ পেলেও পরে অনেক খারাপ লাগে কারন এই সিরিজ শেস হলে আর দেখতে পাব না এত শুন্দর জায়গা,Positive
2024,আমেরিকান নিজেই এ নাটক তৈরি করেিছল,Negative
17691,চীনে জাতীয় প্রাধান্য ঠিক করে সরকার এবং তারপর রাষ্ট্র তহবিল সরবরাহ করে । কিন্তু ভারতে কোনো কাজ শুরু করতে গেলে অনন্ত,Positive
17085,"গেম মানেই কি আসক্তি বা গেম খেলা কি খুব খারাপ ? ",Neutral
sentinob_12421,আস্ত মাছ কিনলে ভাল হতো বুঝতে পারতাম আসলে শুনছি আস্ত মাছে লাভ বেশি নাকি,Neutral
20618,"ময়লার ভাগাড়ে সবজি চাষ ! ",Neutral
10752,"এইটা যে বাংলাদেশ তাই পিন মারতে হয় । ",Neutral
2814,একটা পাগলও জানে এটা দুর্নীতির কারণে হয়েছে,Negative
sentinob_1497,লটারি বন্দ করা হোক বাটপারি । ব্যাবসা,Positive
22909,"বাড়ছে করোনা সংক্রমণ , নিয়ন্ত্রণে গড়তে হবে সামাজিক আন্দোলন https://t.co/FoiPj4DL4S",Positive
sentinob_3386,"এ - ই দেশের পুলিসের থেকে কুকুর ও ভাল কারন কুকুরকে খাবার খাওয়ালে কুকুর তা মনে রাখে । কিন্তু পুলিস টাকা পেলে নিজের করমের কথা বুলে যায় ",Negative
29337,করোনা ভাইরাস: শনাক্তের হার ক্রমান্বয়ে নিম্নমুখী; পরিস্থিতি নিয়ন্ত্রণে নাকি বিপদ কাটেনি https://t.co/zdcWU6i2ce,Positive
596,"Gautom Ray Sujoy ঐ অবস্থা হতেও বেশী বাকী নাই । নৈশ ভোটে যা হয় । ",Negative
sentinob_5037,"পুলিশ মানেই পাকিস্তানের কনডম দূর্ঘটনার ফসল ",Negative
sentinob_6033,এখোন তো দারজিলিং এ বরোফ পোরছে এখোন আসো ঘুরতে,Positive
441,Ashutoshঠিক আছে মালু,Negative
sentinob_532,"পুলিশ ভাইটার অবাধান বেশী , আর স্বপ্নকেও ধন্যবাদ ",Positive
20174,"ক্লাব ছেড়ে আলভেস বললেন , সাও পাওলোর কাছে তার পাওনা রয়েছে ",Positive
30239,"ধর্ম অবমাননার গুজব , বিচারের দাবিতে রাস্তায় নামবে সংখ্যালঘুদের সংগঠন ",Negative
sentinob_5040,"আমি সিলেটী । শহরেই থাকি । ওখানে তেমন গিয়ে খাওয়া হয়না , এই খাবারগুলো হাইজিনিক নয় । ভিডিওটা ভাল লেগেছে । ধন্যবাদ ",Negative
sentinob_8396,"এখনোও কতো সমস্যা মানুষের । রাজনীতিবিদরা মাদারচোদ ",Negative
5108,দুর্নীতির ছোবলে গড়ে উঠা প্রকল্প গুলোর দাগ এখন হাতুড়ি-শাবল দিয়ে ঢাকতে চায় ( নিন্দিত ) প্রধান মন্ত্রী বিরোধী দল-মতকে হয়রানি করার নতুন ( মখা ) প্রকল্প ..,Negative
15898,"আল-কায়দা ও তালেবান ক্ষুদ্র দুটি গোষ্ঠী যারা এখনও সক্রিয় । আমার প্রশ্ন হচ্ছে বর্তমান বিশ্ব ব্যবস্থায় কেন আজও তাদের নির্মুল করা যায়নি ? ? না কি এই গোষ্ঠী দুটোকে পুঁজি করে চলতে থাকবে বিভিন্ন কুটৈনিতক তৎপরতা ? ? ",Positive
sentinob_1385,এখন বাকি মোমিনুল হক সাঈদ তাহলে অনেকটা নিয়ন্ত্রণে আসবে সরকারের,Neutral
245,"২০০০ সাল পর্যন্তও পাশের হার ছিল কম বেশী ৪০% এর মাঝে , এর পর হতেই ধীরে ধীরে পাশের হার বাধভাঙ্গা বন্যার জলের মতো হলো আগে যে বা যারা জীবনেও এস এস সি পাস করতে পারতো না তারা এখন ডক্টরেট করে বসে আছে । পাশের জোয়ার ভাঙা উন্নয়ন , প্রশ্ন ফাঁস , ব্যাঙের ছাতার মতো ভার্সিটি বেকার বাড়ার মেশিন বানালে বেকার ছাড়া আর কি হবে ? ",Negative
12909,বিবেক,Neutral
sentinob_9982,দেখে তো সব নরমালই মনে হলো,Neutral
2764,"একজন প্রধান মন্ত্রীর কথা যদি এরকম হয় , তাহলে কি বলার আছে ? ",Neutral
30192,"কমালা হ্যারিস: আমেরিকার ইতিহাসের প্রথম নারী , কৃষ্ণাঙ্গ ও ভারতীয় বংশোদ্ভূত ভাইস প্রেসিডেন্ট ",Positive
20581,"ঢাকা মেডিকেলে টিকা না পেয়ে প্রবাসীদের বিক্ষোভ ",Negative
sentinob_7341,"মামীমারে কইয়া দিবানে , আমারে বাদ দিয়া মামা আজও কইলকাতায় গিয়া চিকেন স্টু খাইশেন , আমি পাশেই খাড়া শিলাম এক বারও জিগাইলনা ",Negative
27071,ডেঙ্গু আক্রান্ত হয়ে ২৪ ঘন্টায় ১৫৩ জনের মৃত্যু,Negative
29708,"নতুন বছর ও থার্টি ফাস্ট নাইট: ফানুস আর আতশবাজির ঝলকে রঙ্গিন ঢাকার আকাশ , পার্টি-ডিসকো সবই চলেছে ",Positive
sentinob_454,শাপলা চত্তরে গেলেই একটা ব্যবস্থা হয়ে যাবে,Positive
29029,"নরেন্দ্র মোদীর সফরের প্রতিবাদে চট্টগ্রামে সহিংস বিক্ষোভ , ৪ জনের মৃত্যু https://t.co/vBpW0MMJW9",Negative
sentinob_5176,মুরুব্বি লোকটার কথা শুনে খুব ভালো লাগলো টাকা ছারা গাছের পাতাও নরে না,Positive
sentinob_7636,ভাই ভারতের খবর না দেখাতে পারতেন,Negative
sentinob_6933,ট্যুর টি ভালোই যাচ্ছে ভাইয়া❤,Positive
18461," ( রম্য রচনা ) একটা সেতু শেষ হচ্ছে পাহাড়ের পাদদেশে । সেদিকে মানুষের টিকি পর্যন্ত নেই , বাড়িঘর তো দূর অস্ত । শুধু আছে নি… ",Neutral
6317,"বিদেশী বিনিয়োগ নেই , সরকার শুধু কয়েকটা বড় বড় প্রকল্প করে মহা উন্নয়নের বানী শুনায় ! ! রপ্তানীমুখি শিল্প স্হাপন করে এ সমস্যার অনেকটাই সমাধান করা যায় ! ! আমদানী নির্ভরতা কমিয়ে দেশেই কাঁচামাল উৎপাদনের ব্যাবস্থা নেই ! ! ",Negative
31104," * করোনায় আরো ৬১ জনের মৃত্যু; মোট প্রাণহানি ১১ , ৭০৫ * নমুনা পরীক্ষা ২১ , ৯৮৪; নতুন রোগী ১ , … ",Negative
25570,"মিয়ানমারে সামরিক শাসকের বিরুদ্ধে ছায়া সরকারের যুদ্ধ ঘোষণা... ",Negative
20544," ‘ দেশীয় দুগ্ধশিল্পের বৈচিত্র্যময় প্রসারে কাজ করছে মিল্কভিটা ’ ",Positive
6596,"বেকার বলে । তারা বেকার কেন থাকছে ? দেশে কি সমস্যার অভাব না কাজের ! এখানে শিক্ষার পাশাপাশি কর্মোদ্যোগ ও থাকা চাই , না ! তারা ভাবে পাশ করে যেন বাবা মা ও দেশ উদ্ধার করছে । কাজ দিলে বলবে আমি এত কষ্ট করে এম এ পাশ করলাম , এই কাজ করতে ? আমাকে বস এর কাজ দিতে হবে । এই হলো অবস্থা । শিক্ষিত বেকার এভাবেই তৈরি হচ্ছে , কলে. ( মেশিনে ) ",Negative
sentinob_1098,তাহলে যাদের কাছ থেকে আনছিলো তারা কারা ছিলো,Neutral
sentinob_9799,মানুষ যেখানে বিচার পায় না সেখানে হনুমান কি বিচার পাবে,Negative
sentinob_7856,২৬ : ১৭ তে নওশিন আপু : ঠোট ঠিক করো,Neutral
sentinob_166,ভাইয়া শাটার শেষে হলে কি এটা আবার লাগানো যায় এবং আনুমানিক কতো খরচ হতে পার আপনার নিজের আইডিয়া থেকে একটু বলেন । প্লিজ ভাইয়া,Positive
11288,কারা কাদের পর্যবেক্ষণ করবে ! ! ! তাদের মধ্যে দুর্নীতি নাই এখনও তাদের দেশে যে নিরাপত্তা বাকস্বাধীনতা আছে আমার দেশে কি তা আছে ? নারীর স্বাধীনতার কথা বলেন ! ড.আফিয়া সিদ্দিকীর কথা কি আপনারা ভুলে গেছেন নাকি জানেন না ? আমার দেশের নারীদের কেন বিদেশে পাচার করা হচ্ছে ? আজকে মিডিয়াগুলো ডাকাতদের পক্ষে কাজ করছে ! কেন নিরাপদে ডাকাতি করতে দেওয়া হয়নি এটাই তাঁদের অপরাধ ! ! ! ? আজকে বিশ্ববিদ্যালয়ে র ছাত্রীরা মোল্লাদের শাসনব্যবস্থার পক্ষে সেমিনার করল সেটা তো প্রচার করতে পারলো না মিডিয়াগুলো ! হা তবে প্রচার করতে পারবে যদি যদি উল্টো হয় ! আগে নিজেকে সংশোধন করতে চেষ্টা করুন সব কিছু ঠিক হয়ে যাবে,Neutral
24879,আইপিএলের আমিরাত অংশে দর্শক প্রবেশের অনুমতি... https://t.co/1zoQzG5b66,Positive
sentinob_5597,মানুষ কিভাবে এতো নাফরমানী করতে পারে । অপরাধ দেখতে দেখতে ঘৃণা প্রকাশের ভাষাও হারিয়ে ফেলছি,Negative
2377,"উনাকে খালি ভূল বোঝানো হয় । আসলে উনি সব জেনেও না বোঝার ভান ধরে , উনি নিজেই তো একটা বড়ও ভূলের উপরে দাড়িয়ে আছেন , তাই চাইলেও আর সঠিক তথ্য তুলে ধরতে পারেন না । ",Negative
30908," *রাত ১২টা থেকে ঢাকার সাথে সারা দেশের রেল যোগাযোগ বন্ধ *দেশে করোনা সংক্রমণ বাড়ায় এ সিদ্ধা…",Negative
sentinob_1360,আমার দাদু বাড়ি কুষ্টিয়াতে,Positive
14595,"আসলে কোন সমস্যা নেই , সমস্যা যারা ছেলে মেয়েদের নষ্ট করতে চায় তাদের । ",Positive
sentinob_1230,শব্দ করে খাওয়াটা ঠিক না ভাই :,Negative
sentinob_9154,"স্টারের খাসির লেগ রোস্ট আর কাচ্চি এককথায় অস্থির । আপনার রিভিউটাও ভালো লাগলো ভাইয়া , পারফেক্ট জাজমেন্ট ",Positive
11287,"কারনটা হলো সৌদি যেন আমেরিকান বলয় থেকে চীন , রাশিয়ান বলয়ে না যেতে পারে । এছাড়াও ইসলামের ঝাণ্ডাধারী আরেকটি দল সত্য ও ন্যায় প্রতিষ্ঠার জন্য ইয়েমেন থেকে বের হবে । যা ইসরায়েলের অস্তিত্বের জন্য বিরাট হুমকি । যার কারনে আমেরিকা সৌদিকে বাধ্য করছে ইয়েমেন ধ্বংসের জন্য । ",Neutral
21641,কোনোভাবেই ঠেকানো যাচ্ছে না ইউরোপের অভিবাসী ঢল,Negative
19046,"পাকিস্তানের পররাষ্ট্রমন্ত্রী শাহ মাহমুদ কুরাইশি বলেছেন , তালেবানকে স্বীকৃতি দিতে তাড়াহুড়ো করবে না পাকিস্তান… ",Positive
sentinob_7352,"ভাই কুমিল্লা মনোহরপুরে মাতৃ ভান্ডারের রস মালাই আর মামা ভাগিনার দই ফুচকা টেস্ট কইরেন ",Positive
3282,"এসব কথাবার্তা আমাদের গা সওয়া হয়ে গেছে । ",Negative
sentinob_1281,"খালেদ ভাইয়ের রিভিউ যবে থেকেই দেখতাম , খাবারের প্রেমে আমি রোজই পড়তাম । মুরগীর মেনু গুলো কত রকম বাহারে ",Positive
31762," সাবেক প্রতিমন্ত্রী আ খ ম জাহাঙ্গীর হোসাইন মারা গেছেন , প্রধানমন্ত্রীর শোক ",Negative
sentinob_1551,তোমার অশ্লীল পোশাক পরিবর্তন করো৷,Negative
sentinob_3387,"ক্যাসিনো নাটক বাদ দিয়ে , যারা বাংলাদেশকে ভারতের কাছে বিলিন করে দিচ্ছে সেই সমস্ত দেশদ্রোহী মির্জাফরদের বিচার করা হউক । কিন্তু কে করবে বিচার ? তারাইযে দেশদ্রোহী বড় রাজাকার ",Negative
32286,ধ্বংসের মুখে নাটোর ও সিরাজগঞ্জের বিসিক শিল্পনগরী,Negative
sentinob_6291,"অতিরিক্ত গাজা সেবন করেও পানিতে না নাইমা সাতার কাটা যায় ",Negative
1172,Syeda Maesha Stana তোরে কাউয়া বিরিয়ানি দিবে,Negative
29327,জিয়ার 'বীর উত্তম' খেতাব বাতিলের উদ্যোগে আওয়ামী লীগের লাভ লোকসান কতোটা https://t.co/w9WKv51acr,Negative
14050,পড়া বল নইলে কান ছিড়ে দেবো,Positive
sentinob_10777,মাশাআললাহ অসাধারণ আললাহর অসীম মেহেরবান,Positive
22259,সাহিত্যিক বুদ্ধদেব গুহের মৃত্যুতে প্রধানমন্ত্রীর শোক,Positive
sentinob_7688,আল্লাহ তৌফিক দিলে ইনশাআল্লাহ একবার যাইবো,Positive
10039,"আপনারা যে খালের ভেতরে বাড়ি করে দিছেন পানিতে এটা কার দোষ ? ? ",Neutral
sentinob_8195,আপনার মাইক্রোফোনটা সম্পর্কে জানতে চাচ্ছিলাম : ),Positive
sentinob_2809,এই সেই জায়গা অনেক সময় কাটিয়েছি এই জাগায় এখনো সৃতির পাতায় নাড়া দেয় সেই ৩০০ ফিটের দিন গুলোর কথা,Positive
29906,ভাস্কর্য ইস্যুতে সরকারকে ইসলামের শিক্ষা অনুযায়ী চলা এবং সরকারের প্রতি 'দেশের ইসলাম বিদ্বেষীদের' নিয়ন্ত্রণের আহ্বা…,Neutral
23959,ভাতের মাড় ঢেলে গৃহকর্মীকে দগ্ধ: গৃহকর্ত্রী কারাগারে https://t.co/i9AhvSth25,Negative
367,তুই তো দেখছি মূত্রখোর মাদা,Negative
27630,চীনকে মোকাবেলা করতে যুক্তরাষ্ট্র ও ব্রিটেন মিলে অস্ট্রেলিয়াকে পারমাণবিক সাবমেরিন তৈরি করে দেবার জন্য অকাস নামের যে,Positive
15025,"চৌধুরী সাহেব ৮০% হিন্দুদের দেশে তাহলে শুধুমাত্র হিন্দু আইন চলবে , আসাম উত্তরপ্রদেশ এর মত গোটা দেশে মাদ্রাসা সম্পূর্ণভাবে বন্ধ করে মু$লিম পার্সোনাল ল বোর্ড আর হালাল বোর্ডকে বেআইনি ঘোষণা করলে আশা করি আপনারা লাফাবেন না",Positive
28340,বাংলাদেশে দশটি কয়লা বিদ্যুৎ প্রকল্প বন্ধ করার সিদ্ধান্ত https://t.co/jaAVZQCuGF,Positive
sentinob_7474,হায় রে মাদারচুদ পলিশ রা তুদের জন্য তুদের পরিবার এখন মানুষের এর গালি শুনে,Negative
32332," ** আগাম ঘোষণা না দিয়ে পেঁয়াজ রপ্তানি বন্ধ করায় অনুতপ্ত ভারতের পররাষ্ট্র মন্ত্রণালয়: প… ",Negative
28359,মায়ামি ভবন ধস: চ্যাম্পলাইন টাওয়ারের 'বড় ত্রুটি' সম্পর্কে সতর্ক করা হয়েছিল আগে https://t.co/30M7p3Ajtm,Negative
sentinob_210,পিছনে দুজন মুর্তি দারা করায় লাগছে,Neutral
sentinob_4402,আপনার চেহারা দেখেই বুঝা যাচ্ছে কিরকমের ঝাল,Positive
sentinob_5619,সিলেটি মাতইন না খেনে ভাই,Negative
sentinob_9118,ভাই ফেইসবুক এ দিলে ওইখানে আগেই দেখা হইয়া যায় । ইউটিব এ আর দেখা হয় না এটা জন্য আপনার ভিউয়ার কম হইতে পারে,Positive
sentinob_6283,"ধন্যবাদ আপনাকে , অসাধারণ সুন্দর ভিডিও উপহার দেওয়া জন্য , সাথে আপনার সুন্দর উপস্থাপনা আমাদের কে আরও বেশি মুগ্ধ করে ",Positive
sentinob_4951,"ধন্যবাদ । এমন একটি নিউজের অপেক্ষায় ছিলাম । ❤ ❤ ",Positive
sentinob_741,* স্যান্ডউইচ আমি খাবো না স্যান্ডউইচ আমাকে খাবে *,Positive
31767,বার্সার হয়ে ৬৪৪ গোল করে ছাড়িয়ে গেলেন কিংবদন্তী পেলেকে |,Positive
sentinob_11354,আপনার ভিডিও অনেক ভালো লাগে । ভিডিও গুলো আরও বেশি বড় হলে আরও ভালো লাগবে,Positive
sentinob_7875,অভিনন্দন তিন লাখ এ পা দেওয়ার জন্য । উত্তরোত্তর সাফল্য কামনা করি । ভালো থাকবেন ভাই,Positive
21698,মালয়েশিয়া প্রবাসীদের জন্য দূতাবাসের হটলাইন চালু,Positive
21220,"সরকারি কর্মচারীদের জনগণের সঙ্গে মিশে যেতে হবে ",Positive
9032,"- -amin আচ্ছা তোমাদের জাতীয় সঙ্গীত যে লিখেছে তার বিশ্বভারতীতে কোন ভেদাভেদ নেই । তাহলে তাকেউ বিরোধীতা করছতো ? ",Neutral
18418,২৮১টি শূন্য পদে নিয়োগের জন্য পরীক্ষা হয়েছিল । এর মধ্য ২২২টি পদের চূড়ান্ত ফল প্রকাশ করেছে কারিগরি শিক্ষা অধিদপ্তর । …,Positive
10569,ইহা হাস্যকর,Neutral
3247,এরম dress পরলে রাতের অন্ধকারে দেখা যাবে না,Negative
sentinob_5665,"তাইফ হল বাংলাদেশের একটা সম্পদ । সে তার মা বাবার বুঝা হয়ে দাঁড়ায় নাই । আমি দোয়া করি । আল্লাহ তাকে হেদায়েত দান করুক ",Positive
sentinob_1990,উনি তো বেড়াল নন যে নিঃশব্দে খেয়ে নেবেন,Positive
sentinob_12267,পুলিশ যদি নিরপেক্ষ ভাবে কাজ করে তাহলে অামার সোনার বাংলাদেশ ফিরে পাবে তার সৌন্দর্য । এসব ছোট খাটো বিষয়ের চেয়ে বড় বিষয়গুলোর দিকে চোখ দিন দয়া করে । পুলিশই পারে দেশটাকে বাঁচতে,Positive
sentinob_8260,"আজাইরা কোনো কাজ খুজে পান মিয়ারা , সারা বিশ্বের মুসলমান রা কতো কস্টে আছে , কতো ভাবে বিধর্মীদের হাতে নির্জাতীত হচ্ছে , সেগুলো চোখে পরে না নাকি , দালাল মিডিয়া ",Negative
sentinob_5138,হনুমান মনে হয় জানেনা বাংলাদেশে গুশ ছাড়া কিছুই হয় না,Negative
7442,"যোগী থুরী ভোগীর কাজই হলো পরের ধনে পোদ্দারী করা । চুরি করা বিদ্যা ওর নতুন না , এর আগে উত্তরপ্রদেশের অতিতের মুসলিম শাষোকদের নির্মিয়মান প্রতিষ্ঠান গুলোর নাম বদল করেই চলেছে । ",Negative
16871,"রাজধানীর মোহাম্মদপুর থেকে টেকনাফ বন্দরের সাবেক কম্পিউটার অপারেটর নুরুল ইসলামকে জাল টাকা , ইয়াবা , বৈদেশিক মুদ্রাসহ… ",Negative
13488,"শিক্ষা যদি শিখার জন্য হতো , তবে অনেক কিছুই জানত , শিক্ষা তো পাস করার জন্য , ",Neutral
sentinob_1531,পরে প্রভাবশালীরা ক্ষমতা দেখিয়ে উনাকে এমনিও পরাজিত করে দিত,Negative
26078,দেশে গত ২৪ ঘণ্টায় ডেঙ্গু জ্বরে আক্রান্ত আরও... বিস্তারিত নিউজে,Negative
24047,একই পরিবারের ৪ সদস্যকে হত্যার ঘটনাকে ‘ সন্ত্রাসী হামলা ’ বললেন ট্রুডো https://t.co/PMF9mz740l,Negative
sentinob_4246,"এরাতো পি বি আই কর্মকর্তা নয় , যেনো আওয়ামী লীগ এর বড় বড় ক্যডার । আহ্ আমরা দেশের সাধারন মানুষ কোথায় যাবো ? মনে হয় তাদের নিকটে আমরা রুহিঙা । এক মাত্র মুক্তি মিলবে , আওয়ামী লীগের নেতা হলে ",Negative
821,"Mrhখোঁজ নিয়ে দেখেন আপনার ফ্যামিলির কেউ ওনার কাছে চুক্তিতে বিয়ে বসে গেছে কিনা ? ",Negative
9313,"K Sপিন খোলার জন্য দুইহাতে মোটামুটি সমান সংখ্যক নোট নিয়ে দুইদিকে সমান শক্তিতে টান দিবেন । দেখবেন সহজেই খুলে গেছে । আরেকটা কাজ করতে পারেন , দুইদিকে টান দেওয়ার আগে দুইপাশের কয়েকটা নোট ছেড়ে দেবেন । এর ফলে ঐ নোটগুলোতে চাপ পড়বে না । ",Neutral
18754,"ইভ্যালির রাসেলকে জেলগেটে জিজ্ঞাসাবাদের নির্দেশ ",Positive
sentinob_1466,"আমার বালের নিউস । টাকা থাকলে সব সম্ভব । এমন দু একটা বাড়ি করা ব্যাপার না টাকা থাকলে । মানু্ষের জন্য কি করছে এমন সেলিব্রেটিরা সেটাই দেখার বিষয় ",Negative
sentinob_8118,আমরা প্রকৃতির সাথে যেমনটা করছি সে ঠিকই এটা ফিরিয়ে দিবে,Positive
sentinob_7650,ওনি নিজে বললো ২০০২ সাল পর্যন্ত ছিলো । আপনারা ২০০৩ বানাই ফেলেছেন । জোশের ঠেলায় না খুশির ঠেলায় এমন করেন । কাছে পাইলে আপনার দাত গুলা জুতা দিয়া মারতে মারতে ফালাই দিতাম,Negative
29403,"কোলন ক্যান্সার: অতিরিক্ত মাংস খাওয়া , হাইকমোড ব্যবহার করাসহ আরো যেসব বিষয়ে নজর রাখতে বলছেন চিকিৎসকেরা--&gt;… https://t.co/NuUuZ0o4Co",Positive
17481,বগুড়ায় পোষা প্রাণীদের নিয়ে কাজ করে স্বেচ্ছাসেবী সংগঠন পেট কেয়ার টিম বগুড়া । তারা মূলত শহরের পোষা প্রাণীদের সেবা,Positive
10996,"এদের তো মনে হচ্ছে করোনা হয় না । তাহলে চীন কেন ভ্যাক্সিন পাঠাচ্ছে ! ! ",Negative
sentinob_8745,দাদা আপনার চাফওয়ান মাসা আল্লাহ্‌,Positive
sentinob_862,অ্যাপলের কোন প্রতিদ্বন্দ্বী নাই আর ভবিষ্যতেও হবে না । যারা স্মার্ট ইউজার আর গেমার তারা বিষয়টি ভালোভাবেই জানে,Positive
5112,দুর্নীতির বাংলাদেশ,Negative
29995,মাদক: পুলিশের বিরুদ্ধে মাদকের সঙ্গে সংশ্লিষ্টতার অভিযোগ যেভাবে সামাল দেয়া হচ্ছে,Negative
sentinob_5645,রেডিসন ব্লু তে জব করছিলাম ✌,Positive
3219,"এর থেকে আর হাস্যকর কিছু হয়না । এইদেশে আমলারা কতটা বুদ্ধি এবং ক্ষমতা নিয়ে চলে তা বোঝা গেল প্রধানমন্ত্রীর এই বক্তব্য দেখে । এতটা নির্লজ্জ দূর্নীতি করেও তারা প্রধানমন্ত্রীকে বোঝাতে সক্ষম হয়েছে যে এটাও ষড়যন্ত্র । : ) ",Negative
23286,লক্ষ্মীপুর-২ ভোট: ২৬ জুলাইয়ের মধ্যে নির্বাচনী ব্যয়ের হিসাব দিতে হবে https://t.co/6ofocSjsCn,Positive
sentinob_6726,খালেদা জিয়া আত্মসাৎ করেনি তো,Neutral
24908,১১ বছর আগের ঘটনায় ঢাকার দ্রুত বিচার ট্রাইব্যুনাল-৩ এর... https://t.co/jNPfg2kZzj,Positive
7391,"য়ে ধরনের শাসন ব্যাবস্থাই আসুক না কেন আপনাদের প্রচারিত নারী স্বাধীনতার নামে নারী দিয়ে ব্যাবসা আফগানিস্তানে আর সম্ভব হবে না । ",Negative
sentinob_463,আপনি জিলা স্কুলের সামনের কাবাবের রিভিউ করবেন প্লিজ,Positive
sentinob_12163,"ভাই , ক্ষমতা ছাড়লেই কি বাংলাদেশ দুর্নীতি মুক্ত হবে ? অাপনার বাড়ির পাশের দুধ ওয়ালাও কিন্তু পানি মিশিয়ে দুধ বিক্রী করতেছে । সে তো রাজনীতি বীদ না ! ",Negative
sentinob_1235,ইচ্ছে করতেছে ঐ পুলিশের মা বা বোন এতবা ওর মেয়েকে চোদাতে,Negative
20563,"চামড়া শিল্পনগরী কেন বন্ধ করা হবে না , ব্যাখ্যা চায় পরিবেশ মন্ত্রণালয় ",Positive
sentinob_5139,250 সিসি ত বাংলাদেশে রুড পারমেড নাই ও জথা কেন লুব লাগাস সিশ হাজার সিসির বাইক দেখায়া আমরা কি তর দুলাভাই লাগি,Negative
13359,যেমন আমরা,Neutral
460,"Ayanangsha Maitra দাদা মারাত্বক এক্সাইটেড কারণ ওনি ভারত এবং ইসরায়েলের এজেন্টের দায়িত্ব ঈমানের সহিত পালন করতেছেন , বাংলায় বল্লে দালালি",Negative
15845,"হাট্টিমাটিম টিম তারা মাঠে পাড়ে ডিম তাদের খাড়া দুটি শিং , , এ ধরনের কাল্পনিক শিক্ষা বাদ দিয়ে বাস্তবমুখী শিক্ষা অন্তর্ভুক্ত করা উচিত",Positive
sentinob_6593,"জি , আমি আমার ভার্সিটি লাইফ এর প্রথম দুই বছর ওদের সাথে পড়ি । পরে ক্রেডিট ট্রান্সফার করে অন্য ভার্সিটিতে যাই ",Positive
sentinob_11150,হেই মিয়া তুমি সাংবাদিক হইলা কেমনে ? মাথায় ত তুমার গবর । ডেড ফেল গাজা খাও নাকি ? আবাল । এই বয়সে চোখে দেখ না চোখের সাথে মাথা ও খাইছ মিয়া,Negative
23130,ডিএসইর ব্লক মার্কেটে লেনদেন কমেছে ৩৪ কোটি টাকা https://t.co/zV1gWVWxcp,Negative
9311,"Joy Saha হিন্দু কতজন আছে বাংলাদেশে আর মুসলিম কতজন আছে ভারতে । । । বলেন তো দেখি । ",Negative
9581,Robi Roney আমাদের কবে বরণ করবে,Neutral
sentinob_4527,এইগুলি দেকে ও কি হবে সুনেও বা কি হবে এটারি নাম বাংলাদেশ কে দেখবে এইগুলি । সরকার অবৈধ পুলিশ সন্ত্রাস ছাত্রলীগ জারজ আইন প্রয়োগ কারি রা হিংস্র পশু জানুয়ার বাছ এইগুলি বলতে পারব মাঠের মধ্যে কথা বললে লাশ হতে হবে,Negative
